"player_name","pro_pos","nic_year","school","size_score","athleticism_score","cfr_score","pff_score","production_score","cfr_ratio","pff_ratio","final_score","was_starter_proba","was_pro_bowler_proba","started_year1_proba","started_year2_proba","started_year3_proba","combine_person_id","ebs_id","final_pos_class_rank","production_pos_class_rank","athleticism_pos_class_rank"
"Corey Lemonier","ED",2013,"Auburn","73.5882000","79.5300000","60.1800000",NULL,"62.6500000","1.0000000","0.0000000","74.5200000","0.4792000","0.1522000","0.0479000","0.3357000","0.2851000",NULL,NULL,7,12,7
"Ronnell Lewis","ED",2012,"Oklahoma","60.7914000","59.1900000","69.4800000",NULL,"67.9100000","1.0000000","0.0000000","66.5100000","0.2022000","0.0635000","0.0728000","0.1832000","0.1652000",NULL,NULL,18,17,21
"Tyquan Lewis","ED",2018,"Ohio State","74.8308000","82.4500000","66.7200000","69.1600000","70.5900000","0.5300000","0.4700000","75.9500000","0.4028000","0.0803000","0.1190000","0.1931000","0.3184000",NULL,NULL,5,13,6
"Kentrell Lockett","ED",2011,"Ole Miss","72.1702000","73.9400000","51.0000000",NULL,"50.2900000","1.0000000","0.0000000","61.5700000","0.0903000","0.0279000","0.0227000","0.0330000","0.0940000",NULL,NULL,17,28,10
"Chris Long","ED",2008,"Virginia","70.8363000","88.7000000","84.9800000",NULL,"93.2000000","1.0000000","0.0000000","94.5900000","0.7408000","0.5013000","0.6015000","0.6351000","0.6000000",NULL,NULL,1,1,2
"Aaron Lynch","ED",2014,"South Florida","74.4716000","55.7200000","62.0900000",NULL,"60.8700000","1.0000000","0.0000000","61.4700000","0.1081000","0.0279000","0.0303000","0.1321000","0.0765000",NULL,NULL,21,22,28
"Khalil Mack","ED",2014,"Buffalo","65.4833000","83.6400000","87.5400000",NULL,"96.7400000","1.0000000","0.0000000","90.6600000","0.7116000","0.4671000","0.6358000","0.4287000","0.5855000",NULL,NULL,1,1,1
"Alex Magee","ED",2009,"Purdue","86.8856000","63.3300000","51.0000000",NULL,"55.5200000","1.0000000","0.0000000","65.5800000","0.3210000","0.0308000","0.0507000","0.1941000","0.2449000",NULL,NULL,14,22,10
"Cassius Marsh","ED",2014,"UCLA","67.8593000","53.1100000","63.9400000",NULL,"63.6000000","1.0000000","0.0000000","63.1600000","0.2213000","0.0326000","0.0376000","0.1710000","0.1337000",NULL,NULL,18,18,29
"Kareem Martin","ED",2014,"North Carolina","87.9906000","80.6400000","83.0300000",NULL,"78.6800000","1.0000000","0.0000000","79.0500000","0.3247000","0.2674000","0.1459000","0.2869000","0.2752000",NULL,NULL,4,8,3
"Orion Martin","ED",2009,"Virginia Tech","65.0633000","54.5500000","68.4700000",NULL,"63.8600000","1.0000000","0.0000000","55.1000000","0.0471000","0.0202000","0.0255000","0.0278000","0.0496000",NULL,NULL,25,16,21
"Jonathan Massaquoi","ED",2012,"Troy","71.4393000","66.0300000","80.4600000",NULL,"75.4300000","1.0000000","0.0000000","70.3800000","0.2025000","0.0635000","0.0488000","0.3075000","0.1054000",NULL,NULL,14,10,17
"Joe Mathis","ED",2017,"Washington","66.4274000","73.9800000","63.5700000","61.9500000","59.4600000","0.5300000","0.4700000","63.1100000","0.0714000","0.0442000","0.0257000","0.0373000","0.0608000",NULL,NULL,24,27,11
"Clay Matthews","ED",2009,"USC","59.6890000","76.0000000","51.0000000",NULL,"62.5900000","1.0000000","0.0000000","75.4200000","0.6414000","0.1180000","0.2690000","0.4924000","0.3558000",NULL,NULL,6,18,5
"Lawrence Guy","DT",2011,"Arizona State","75.4490000","65.8800000","62.4500000",NULL,"61.3000000","1.0000000","0.0000000","62.1600000","0.1798000","0.0179000","0.1012000","0.0801000","0.0977000",NULL,NULL,20,19,19
"Dominique Hamilton","DT",2012,"Missouri","80.5582000","51.0000000","74.4200000",NULL,"70.9300000","1.0000000","0.0000000","61.8900000","0.2032000","0.0231000","0.0938000","0.1015000","0.1483000",NULL,NULL,24,15,29
"Johnathan Hankins","DT",2013,"Ohio State","76.8322000","62.7600000","77.4900000",NULL,"79.5900000","1.0000000","0.0000000","75.0800000","0.5798000","0.0307000","0.2792000","0.4925000","0.6256000",NULL,NULL,6,4,11
"Cliff Matthews","ED",2011,"South Carolina","72.6994000","53.6500000","62.2900000",NULL,"61.0300000","1.0000000","0.0000000","61.3400000","0.1301000","0.0208000","0.0208000","0.1687000","0.0900000",NULL,NULL,18,19,25
"Lorenzo Mauldin","ED",2015,"Louisville","69.9329000","56.6100000","71.4500000",NULL,"72.5300000","1.0000000","0.0000000","68.5400000","0.3537000","0.0188000","0.0547000","0.2673000","0.2079000",NULL,NULL,16,12,26
"Josh Mauro","ED",2014,"Stanford","80.1638000","58.2100000","63.7600000",NULL,"60.2000000","1.0000000","0.0000000","58.4600000","0.0736000","0.0272000","0.0339000","0.0386000","0.0563000",NULL,NULL,25,23,24
"Aaron Maybin","ED",2009,"Penn State","75.5858000","65.4300000","85.1300000",NULL,"87.3800000","1.0000000","0.0000000","79.2600000","0.6590000","0.1149000","0.3711000","0.5217000","0.3759000",NULL,NULL,3,3,8
"Ryan McBean","ED",2007,"Oklahoma State","82.4782000","60.3400000","51.0000000",NULL,"53.5500000","1.0000000","0.0000000","62.1200000","0.1946000","0.0352000","0.0402000","0.1341000","0.1613000",NULL,NULL,22,27,20
"Turk McBride","ED",2007,"Tennessee","72.0321000","80.0000000","56.0800000",NULL,"62.7300000","1.0000000","0.0000000","75.1800000","0.5580000","0.1272000","0.1255000","0.2221000","0.4167000",NULL,NULL,9,20,4
"Alex McCalister","ED",2016,"Florida","82.0498000","69.2900000","64.0700000",NULL,"61.7000000","1.0000000","0.0000000","63.7500000","0.0704000","0.0432000","0.0538000","0.0321000","0.0738000",NULL,NULL,19,20,12
"Stanley McClover","ED",2006,"Auburn","69.6464000","66.5300000","68.6900000",NULL,"64.7400000","1.0000000","0.0000000","60.0900000","0.0670000","0.0394000","0.0216000","0.0292000","0.0487000",NULL,NULL,23,11,19
"Lerentee McCray","ED",2013,"Florida","64.2051000","79.1300000","51.0000000",NULL,"50.2900000","1.0000000","0.0000000","63.5100000","0.0842000","0.0636000","0.0274000","0.0365000","0.0666000",NULL,NULL,21,27,8
"Ray McDonald","ED",2007,"Florida","77.3976000","72.2400000","51.0000000",NULL,"55.5200000","1.0000000","0.0000000","67.3400000","0.3167000","0.0537000","0.0401000","0.1742000","0.1977000",NULL,NULL,17,24,11
"Takkarist McKinley","ED",2017,"UCLA","69.0111000","66.9800000","81.2200000","85.0300000","87.5700000","0.5300000","0.4700000","80.6000000","0.6456000","0.3038000","0.3481000","0.4688000","0.4270000",NULL,NULL,8,3,20
"Pernell McPhee","ED",2011,"Mississippi State","78.2277000","51.0000000","52.8700000",NULL,"53.7100000","1.0000000","0.0000000","59.4000000","0.1600000","0.0217000","0.0265000","0.1844000","0.1147000",NULL,NULL,23,24,27
"Brent Laing","C",2023,"Minnesota Duluth","72.3300000","71.2700000",NULL,NULL,"50.0000000","0.0000000","0.0000000","57.7800000","0.0908000","0.0165000","0.0428000","0.0964000","0.0703000",NULL,NULL,29,30,14
"Leon Robinson","G",2005,"Georgia Tech","88.7600000","63.7100000",NULL,NULL,"54.7200000","0.0000000","0.0000000","59.5900000","0.1113000","0.0160000","0.0642000","0.1252000","0.0750000",NULL,NULL,32,28,29
"Matt Stankiewitch","C",2013,"Penn State","70.8600000","51.3100000",NULL,NULL,"54.7200000","0.0000000","0.0000000","52.8100000","0.0811000","0.0157000","0.0417000","0.0821000","0.0761000",NULL,NULL,35,26,34
"Whitney Mercilus","ED",2012,"Illinois","73.8501000","76.4800000","88.1800000",NULL,"89.7500000","1.0000000","0.0000000","84.6000000","0.7058000","0.2886000","0.4693000","0.4994000","0.4562000",NULL,NULL,3,1,8
"Phillip Merling","ED",2008,"Clemson","78.0259000","69.9100000","72.1500000",NULL,"75.2100000","1.0000000","0.0000000","75.6600000","0.5100000","0.0826000","0.1595000","0.3569000","0.3222000",NULL,NULL,8,10,11
"Greg Middleton","ED",2010,"Indiana","70.9825000","64.5400000","76.2500000",NULL,"69.9000000","1.0000000","0.0000000","62.9500000","0.0630000","0.0260000","0.0318000","0.0291000","0.0848000",NULL,NULL,21,16,22
"Christian Miller","ED",2019,"Alabama","73.4112000","71.6100000","58.5100000",NULL,"62.1900000","1.0000000","0.0000000","69.7600000","0.3794000","0.0280000","0.0530000","0.2428000","0.2047000",NULL,NULL,16,25,15
"Shareef Miller","ED",2019,"Penn State","73.2087000","58.5400000","72.4400000","67.0800000","69.6300000","0.5300000","0.4700000","66.1300000","0.2252000","0.0370000","0.0427000","0.1581000","0.1538000",NULL,NULL,23,16,27
"Von Miller","ED",2011,"Texas A&M","64.8446000","94.2300000","91.6100000",NULL,"99.0000000","1.0000000","0.0000000","95.0000000","0.7230000","0.4896000","0.6729000","0.5812000","0.5505000",NULL,NULL,1,1,1
"Tevin Mims","ED",2014,"South Florida","73.2003000","51.0000000","61.6800000",NULL,"58.5900000","1.0000000","0.0000000","53.0100000","0.0574000","0.0250000","0.0245000","0.0386000","0.0509000",NULL,NULL,31,25,31
"Barkevious Mingo","ED",2013,"LSU","68.8602000","82.0300000","58.8400000",NULL,"68.9700000","1.0000000","0.0000000","81.4300000","0.6813000","0.3760000","0.3978000","0.5732000","0.5235000",NULL,NULL,4,7,3
"Dontay Moch","ED",2011,"Nevada","60.0175000","77.8400000","81.4100000",NULL,"79.1400000","1.0000000","0.0000000","77.1400000","0.4386000","0.1498000","0.0479000","0.2662000","0.2280000",NULL,NULL,10,6,5
"Sam Montgomery","ED",2013,"LSU","73.0916000","71.7000000","59.5700000",NULL,"62.1800000","1.0000000","0.0000000","71.0300000","0.4569000","0.0519000","0.0460000","0.3061000","0.2635000",NULL,NULL,12,13,14
"Damontre Moore","ED",2013,"Texas A&M","76.1717000","59.2500000","78.9900000",NULL,"77.2600000","1.0000000","0.0000000","71.1400000","0.3901000","0.0476000","0.0582000","0.3030000","0.2049000",NULL,NULL,11,3,23
"Jay Moore","ED",2007,"Nebraska","77.8881000","69.1500000","67.1200000",NULL,"66.0700000","1.0000000","0.0000000","68.8900000","0.2464000","0.0470000","0.0404000","0.2238000","0.1869000",NULL,NULL,16,14,15
"Kyle Moore","ED",2009,"USC","78.9120000","58.1400000","54.1100000",NULL,"55.9700000","1.0000000","0.0000000","62.6400000","0.2182000","0.0282000","0.0489000","0.1546000","0.1690000",NULL,NULL,16,21,16
"Rennie Moore","ED",2012,"Clemson","70.0436000","51.0000000","52.7200000",NULL,"51.6300000","1.0000000","0.0000000","51.1600000","0.0471000","0.0217000","0.0240000","0.0299000","0.0646000",NULL,NULL,28,27,28
"Derrick Morgan","ED",2010,"Georgia Tech","75.9849000","74.4200000","82.3500000",NULL,"85.2200000","1.0000000","0.0000000","81.9300000","0.6988000","0.1596000","0.4201000","0.5295000","0.4456000",NULL,NULL,3,3,7
"Quentin Moses","ED",2007,"Georgia","79.9129000","62.0000000","77.6000000",NULL,"76.1800000","1.0000000","0.0000000","70.9900000","0.3781000","0.0405000","0.0493000","0.2741000","0.1876000",NULL,NULL,15,7,18
"Chase Ortiz","ED",2008,"TCU","60.2454000","52.4100000","75.7100000",NULL,"69.4800000","1.0000000","0.0000000","55.9700000","0.0549000","0.0195000","0.0260000","0.0337000","0.0583000",NULL,NULL,27,12,25
"Jarvis Moss","ED",2007,"Florida","81.4307000","51.0900000","67.2900000",NULL,"73.5200000","1.0000000","0.0000000","71.6900000","0.5363000","0.1155000","0.2485000","0.5111000","0.3672000",NULL,NULL,12,12,28
"Al-Quadin Muhammad","ED",2017,"Miami (FL)","68.6206000","53.3300000","63.0000000","63.9700000","61.5100000","0.5300000","0.4700000","58.2700000","0.0797000","0.0246000","0.0259000","0.0682000","0.0451000",NULL,NULL,29,25,31
"Javon Nanton","ED",2006,"Miami (FL)","61.6825000","51.0000000","57.8100000",NULL,"55.5800000","1.0000000","0.0000000","52.1400000","0.0665000","0.0212000","0.0216000","0.0292000","0.0459000",NULL,NULL,28,23,27
"Carl Nassib","ED",2016,"Penn State","88.6768000","68.7600000","99.0000000","80.7500000","86.5600000","0.5300000","0.4700000","75.9700000","0.3069000","0.0840000","0.1717000","0.2080000","0.2076000",NULL,NULL,8,4,14
"Anthony Nelson","ED",2019,"Iowa","90.4279000","79.2600000","70.3700000","66.0700000","69.1200000","0.5300000","0.4700000","73.8700000","0.2920000","0.0744000","0.0943000","0.2687000","0.1954000",NULL,NULL,12,17,11
"Jonathan Newsome","ED",2014,"Ball State","64.2212000","59.4400000","70.2100000",NULL,"65.7600000","1.0000000","0.0000000","59.5700000","0.0547000","0.0395000","0.0334000","0.0401000","0.0492000",NULL,NULL,22,16,21
"Yannick Ngakoue","ED",2016,"Maryland","61.1920000","67.8300000","80.8300000","77.0200000","76.2900000","0.5300000","0.4700000","69.0000000","0.1496000","0.0325000","0.0358000","0.1229000","0.1341000",NULL,NULL,13,9,15
"Eric Norwood","ED",2010,"South Carolina","59.0472000","64.0600000","82.4600000",NULL,"77.9900000","1.0000000","0.0000000","71.2500000","0.2707000","0.0528000","0.0696000","0.2323000","0.1898000",NULL,NULL,11,4,23
"Noble Nwachukwu","ED",2017,"West Virginia","66.8307000","63.4300000","62.8100000","62.3400000","59.2900000","0.5300000","0.4700000","58.7500000","0.0765000","0.0192000","0.0241000","0.0317000","0.0736000",NULL,NULL,28,28,24
"Shawn Oakman","ED",2016,"Baylor","99.0000000","66.7600000","79.7500000","59.0100000","65.0500000","0.5300000","0.4700000","65.3000000","0.1090000","0.0466000","0.0734000","0.0401000","0.0948000",NULL,NULL,18,16,17
"Ifeadi Odenigbo","ED",2017,"Northwestern","66.4376000","73.7900000","69.8100000","77.5900000","69.7100000","0.5300000","0.4700000","68.7100000","0.1249000","0.0568000","0.0383000","0.1437000","0.0801000",NULL,NULL,21,18,12
"Owamagbe Odighizuwa","ED",2015,"UCLA","74.9158000","84.0400000","65.1500000",NULL,"67.6400000","1.0000000","0.0000000","75.0300000","0.4002000","0.0354000","0.0449000","0.3148000","0.2276000",NULL,NULL,10,15,5
"Emmanuel Ogbah","ED",2016,"Oklahoma State","85.5296000","75.6400000","82.1400000","88.5500000","88.2800000","0.5300000","0.4700000","84.4400000","0.6895000","0.3872000","0.4109000","0.5617000","0.4853000",NULL,NULL,3,2,5
"Alex Okafor","ED",2013,"Texas","77.3029000","60.1000000","65.5600000",NULL,"64.8600000","1.0000000","0.0000000","65.8600000","0.2268000","0.0366000","0.0541000","0.2059000","0.1628000",NULL,NULL,17,10,22
"Romeo Okwara","ED",2016,"Notre Dame","78.9154000","63.5300000","68.9200000","60.1100000","60.9900000","0.5300000","0.4700000","56.8200000","0.0526000","0.0239000","0.0326000","0.0292000","0.0574000",NULL,NULL,27,22,22
"Adamm Oliver","ED",2008,"Georgia Tech","70.3139000","64.8300000","61.0500000",NULL,"58.1000000","1.0000000","0.0000000","58.3300000","0.0664000","0.0172000","0.0249000","0.0336000","0.0751000",NULL,NULL,24,26,16
"Charles Omenihu","ED",2019,"Texas","92.8384000","71.6500000","75.0000000","66.9700000","68.6800000","0.5300000","0.4700000","69.3300000","0.1796000","0.0469000","0.0563000","0.2252000","0.1248000",NULL,NULL,19,18,14
"Brian Orakpo","ED",2009,"Texas","71.2827000","86.6300000","83.1500000",NULL,"88.5600000","1.0000000","0.0000000","90.9100000","0.7430000","0.4647000","0.5827000","0.6434000","0.6142000",NULL,NULL,1,2,2
"Nate Orchard","ED",2015,"Utah","68.8357000","55.8900000","96.0100000",NULL,"93.8600000","1.0000000","0.0000000","75.7300000","0.3865000","0.0712000","0.1566000","0.2679000","0.2950000",NULL,NULL,9,2,27
"Drew Ott","ED",2016,"Iowa","74.0398000","70.1700000","73.3900000",NULL,"67.6800000","1.0000000","0.0000000","65.4100000","0.0899000","0.0295000","0.0410000","0.0279000","0.0933000",NULL,NULL,17,15,11
"DaJohn Harris","DT",2012,"USC","74.6015000","67.4300000","59.6200000",NULL,"58.4000000","1.0000000","0.0000000","61.7900000","0.1875000","0.0239000","0.0609000","0.1136000","0.0912000",NULL,NULL,25,23,22
"Cheta Ozougwu","ED",2011,"Rice","52.9067000","61.7300000","62.5500000",NULL,"59.9700000","1.0000000","0.0000000","55.9200000","0.0538000","0.0180000","0.0204000","0.0331000","0.0566000",NULL,NULL,28,21,22
"Donte Paige-Moss","ED",2012,"North Carolina","72.0566000","79.7900000","54.2400000",NULL,"52.8100000","1.0000000","0.0000000","63.7200000","0.0660000","0.0549000","0.0320000","0.0299000","0.0736000",NULL,NULL,19,26,5
"Nick Perry","ED",2012,"USC","71.2130000","88.3400000","70.3200000",NULL,"75.8800000","1.0000000","0.0000000","83.7900000","0.6587000","0.3049000","0.4570000","0.4761000","0.4818000",NULL,NULL,4,8,3
"D.J. Pettway","ED",2016,"Alabama","64.7130000","51.0000000","51.0000000",NULL,"50.2900000","1.0000000","0.0000000","50.8200000","0.0471000","0.0192000","0.0231000","0.0279000","0.0558000",NULL,NULL,32,28,32
"Jachai Polite","ED",2019,"Florida","65.3447000","59.9200000","81.1200000","73.1900000","75.0100000","0.5300000","0.4700000","67.2000000","0.1793000","0.0381000","0.0464000","0.1295000","0.1411000",NULL,NULL,21,10,26
"Carroll Phillips","ED",2017,"Illinois","63.4948000","59.6800000","76.1200000","73.0800000","68.6900000","0.5300000","0.4700000","62.7400000","0.0764000","0.0319000","0.0395000","0.0581000","0.0619000",NULL,NULL,25,20,28
"Jason Pierre-Paul","ED",2010,"South Florida","83.1984000","65.8500000","70.8300000",NULL,"77.9900000","1.0000000","0.0000000","78.0300000","0.6520000","0.2954000","0.2791000","0.5462000","0.4515000",NULL,NULL,5,4,16
"Greg Romeus","ED",2011,"Pittsburgh","82.6021000","70.8400000","62.4800000",NULL,"57.6600000","1.0000000","0.0000000","62.9100000","0.0796000","0.0346000","0.0245000","0.0333000","0.0997000",NULL,NULL,16,23,12
"Chase Pittman","ED",2007,"LSU","78.1458000","77.9600000","51.0000000",NULL,"51.0000000","1.0000000","0.0000000","63.6000000","0.0669000","0.0704000","0.0351000","0.0284000","0.0825000",NULL,NULL,21,29,6
"Ronald Powell","ED",2014,"Florida","59.6813000","56.0500000","58.4200000",NULL,"58.7300000","1.0000000","0.0000000","61.8900000","0.1432000","0.0664000","0.0387000","0.1415000","0.0933000",NULL,NULL,20,24,27
"Robert Quinn","ED",2011,"North Carolina","76.6558000","69.0700000","75.5800000",NULL,"80.9700000","1.0000000","0.0000000","79.0500000","0.6127000","0.2100000","0.3647000","0.4799000","0.4616000",NULL,NULL,5,5,14
"Shane Ray","ED",2015,"Missouri","63.1207000","55.8000000","90.2500000",NULL,"92.3600000","1.0000000","0.0000000","78.2700000","0.6562000","0.3268000","0.2613000","0.4013000","0.3874000",NULL,NULL,6,4,28
"Wyatt Ray","ED",2019,"Boston College","66.3499000","63.6300000","65.6800000","59.9600000","59.6100000","0.5300000","0.4700000","56.3100000","0.0523000","0.0239000","0.0248000","0.0375000","0.0483000",NULL,NULL,29,27,22
"Brooks Reed","ED",2011,"Arizona","65.1560000","73.5000000","62.1500000",NULL,"67.4400000","1.0000000","0.0000000","73.5000000","0.4958000","0.0668000","0.0809000","0.2487000","0.3077000",NULL,NULL,11,16,11
"Cedric Reed","ED",2015,"Texas","79.1509000","66.1200000","73.9900000",NULL,"68.1500000","1.0000000","0.0000000","64.3300000","0.0691000","0.0213000","0.0545000","0.0315000","0.0932000",NULL,NULL,19,13,19
"D'Aundre Reed","ED",2011,"Arizona","73.1578000","68.8000000","51.0000000",NULL,"51.0000000","1.0000000","0.0000000","56.5600000","0.0698000","0.0157000","0.0204000","0.0331000","0.0718000",NULL,NULL,27,27,15
"Jay Richardson","ED",2007,"Ohio State","86.1971000","59.5600000","51.0000000",NULL,"52.5500000","1.0000000","0.0000000","60.6300000","0.1177000","0.0329000","0.0381000","0.1176000","0.1126000",NULL,NULL,24,28,23
"Darrell Robertson","ED",2008,"Georgia Tech","73.1425000","78.5000000","71.8000000",NULL,"66.4500000","1.0000000","0.0000000","68.4900000","0.0770000","0.1087000","0.0306000","0.0327000","0.0803000",NULL,NULL,15,18,6
"Isaac Rochell","ED",2017,"Notre Dame","77.4102000","65.0200000","55.4300000","59.1700000","57.0600000","0.5300000","0.4700000","63.1400000","0.1691000","0.0256000","0.0291000","0.1221000","0.0871000",NULL,NULL,23,29,22
"Ja'Von Rolland-Jones","ED",2018,"Arkansas State","62.0884000","51.0000000","89.4000000","63.6100000","70.7000000","0.5300000","0.4700000","61.4800000","0.0614000","0.0249000","0.0566000","0.0696000","0.0664000",NULL,NULL,23,12,26
"Bunmi Rotimi","ED",2018,"Old Dominion","79.9600000","58.4700000","62.0200000","59.8000000","58.0400000","0.5300000","0.4700000","56.6400000","0.0699000","0.0160000","0.0263000","0.0347000","0.0706000",NULL,NULL,24,26,20
